doc_num,token
0263,"['08:51:49.54', '100', '340,783', '6,432,000', '752,297', '9-mar-1987', '93', 'acquir', 'also', 'b', 'b', 'b', 'b', 'bid', 'casino', 'chairman', 'class', 'class', 'class', 'class', 'class', 'class', 'common', 'common', 'control', 'crosbi', 'develop', 'donald', 'estat', 'estat', 'give', 'inc', 'intern', 'jame', 'late', 'make', 'offer', 'outstand', 'own', 'owner', 'pct', 'power', 'power', 'real', 'resort', 'resort', 'resort', 'resort', 'resort', 'rtb', 'said', 'share', 'share', 'share', 'share', 'share', 'spokesman', 'stock', 'time', 'trump', 'trump', 'trump', 'vote', 'vote']"
0264,"['-1', '08:54:12.02', '182', '183', '1986', '20', '25', '4', '46', '5', '9-mar-1987', 'accept', 'action', 'action', 'action', 'action', 'ad', 'addit', 'affect', 'affect', 'affect', 'alpha', 'also', 'also', 'among', 'amount', 'announc', 'area', 'auditor', 'auditor', 'backlog', 'bernoulli', 'beta', 'box', 'bring', 'build', 'built', 'busi', 'busi', 'channel', 'class', 'comment', 'compani', 'compani', 'compani', 'compani', 'compani', 'consolid', 'corp', 'corpor', 'current', 'damag', 'defend', 'defend', 'determin', 'direct', 'direct', 'direct', 'direct', 'discoveri', 'disk', 'distribut', 'downsiz', 'drive', 'earli', 'eight', 'elimin', 'employe', 'employe', 'explain', 'financi', 'finish', 'forc', 'forc', 'forc', 'function', 'good', 'half', 'inch', 'inch', 'indirect', 'indirect', 'inventori', 'inventori', 'iomega', 'iomega', 'iomega', 'iomega', 'iomega', 'iomg', 'labor', 'labor', 'labor', 'labor', 'labor', 'labor', 'laid', 'law', 'layoff', 'layoff', 'layoff', 'layoff', 'letter', 'level', 'like', 'manag', 'manag', 'manag', 'manag', 'manufactur', 'near', 'new', 'opinion', 'opinion', 'order', 'outcom', 'outcom', 'part', 'pct', 'pct', 'perman', 'personnel', 'posit', 'princip', 'product', 'product', 'profession', 'profession', 'profession', 'qualifi', 'quarter', 'receiv', 'reduct', 'relat', 'repres', 'repres', 'requir', 'restructur', 'result', 'said', 'said', 'said', 'said', 'said', 'seek', 'set', 'sharehold', 'staff', 'stage', 'state', 'state', 'statement', 'subject', 'suit', 'suit', 'time', 'two', 'unspecifi', 'wide']"
0265,"['08:58:22.38', '12', '14', '150', '16', '1988', '1995', '20', '250,000', '300', '550', '6.8', '9-mar-1987', 'abil', 'access', 'addit', 'advantag', 'almanac', 'alreadi', 'alreadi', 'also', 'also', 'amount', 'amount', 'analyst', 'analyst', 'analyst', 'analyst', 'announc', 'appear', 'applic', 'architect', 'arriv', 'ask', 'avail', 'away', 'bartlett', 'base', 'becom', 'begin', 'billion', 'blitz', 'bookshelf', 'bookshelf', 'box', 'break', 'breakthrough', 'build', 'built', 'busi', 'busi', 'cabinet', 'call', 'call', 'capabl', 'capac', 'capac', 'catalogu', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'cd', 'checker', 'chip', 'chip', 'chip', 'chip', 'chip', 'chip', 'client', 'co', 'code', 'combin', 'come', 'commerci', 'compact', 'compact', 'compani', 'comput', 'comput', 'comput', 'comput', 'comput', 'comput', 'comput', 'computer', 'computer', 'contain', 'convert', 'corp', 'corp', 'corp', 'corp', 'could', 'could', 'could', 'credit', 'credit', 'crucial', 'custom', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'demand', 'design', 'develop', 'develop', 'dictionari', 'digit', 'digit', 'directori', 'disk', 'disk', 'disk', 'disk', 'disk', 'disk', 'disk', 'disk', 'disk', 'disk', 'divis', 'dlr', 'dlr', 'document', 'drawback', 'dutch', 'eastman', 'eight', 'ek', 'electron', 'enabl', 'engin', 'era', 'era', 'estim', 'even', 'eventu', 'exampl', 'expect', 'expect', 'familiar', 'featur', 'film', 'financi', 'fingertip', 'firm', 'first', 'fit', 'five', 'flurri', 'four', 'four', 'framingham', 'gear', 'general', 'general', 'generat', 'giant', 'gigabyt', 'gile', 'gile', 'goal', 'graphic', 'ground', 'handl', 'handl', 'hold', 'hook', 'howev', 'ian', 'ian', 'ibm', 'ibm', 'ibm', 'idc', 'imagin', 'immens', 'import', 'inch', 'inch', 'includ', 'increas', 'industri', 'inform', 'inform', 'inform', 'inform', 'inform', 'insid', 'integr', 'interact', 'intern', 'intern', 'intern', 'interview', 'introduc', 'introduc', 'investor', 'item', 'japan', 'jukebox', 'key', 'key', 'kind', 'kodak', 'kodak', 'kodak', 'kodak', 'kodak', 'kodak', 'kodak', 'languag', 'larg', 'larg', 'largest', 'laser', 'last', 'last', 'last', 'later', 'launch', 'law', 'law', 'librari', 'librari', 'like', 'lot', 'lotus', 'machin', 'made', 'maker', 'manag', 'mark', 'market', 'market', 'mass', 'mass', 'matter', 'may', 'may', 'meantim', 'meanwhil', 'media', 'meet', 'megabyt', 'megabyt', 'megabyt', 'megabyt', 'memori', 'memori', 'memori', 'memori', 'memori', 'memori', 'microsoft', 'microsoft', 'microsoft', 'middl', 'month', 'moreov', 'multimedia', 'n', 'nation', 'need', 'need', 'need', 'new', 'new', 'new', 'new', 'new', 'new', 'next', 'next', 'nippon', 'one', 'one', 'optic', 'optic', 'optic', 'optic', 'optic', 'other', 'packag', 'page', 'past', 'pc', 'person', 'peter', 'pglo', 'philip', 'philip', 'photograph', 'player', 'player', 'player', 'popular', 'prepar', 'presid', 'process', 'product', 'product', 'product', 'product', 'program', 'program', 'project', 'provid', 'public', 'quick', 'quick', 'quotat', 'radic', 'rang', 'rather', 'read', 'read', 'readi', 'reason', 'recent', 'record', 'record', 'refer', 'regardless', 'relay', 'requir', 'requir', 'retail', 'retriev', 'retriev', 'retriev', 'retriev', 'right', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'rom', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'save', 'say', 'score', 'second', 'senior', 'servic', 'servic', 'set', 'sever', 'sever', 'shelv', 'singl', 'size', 'sketch', 'soar', 'sometim', 'sound', 'sound', 'space', 'special', 'specialti', 'specif', 'speed', 'spell', 'standard', 'start', 'step', 'stereo', 'stock', 'storag', 'storag', 'storag', 'store', 'store', 'store', 'store', 'suspect', 'system', 'system', 'system', 'system', 'system', 'system', 'system', 'take', 'technolog', 'technolog', 'technolog', 'technolog', 'telegraph', 'telephon', 'televis', 'text', 'text', 'thesaurus', 'thesaurus', 'though', 'time', 'toward', 'trend', 'typewritten', 'understood', 'unveil', 'use', 'use', 'use', 'user', 'user', 'user', 'usher', 'v', 'vari', 'vari', 'verif', 'version', 'vice', 'video', 'video', 'volum', 'want', 'warhaftig', 'warhaftig', 'warhaftig', 'week', 'week', 'week', 'wide', 'within', 'word', 'work', 'world', 'would', 'would', 'write', 'year', 'year', 'year', 'year', 'year', 'year', 'yield', 'zero', 'zip']"
0266,"['09:01:34.94', '100', '11', '160', '25', '27', '275', '40,000', '9-mar-1987', 'abandon', 'alert', 'also', 'area', 'brazil', 'brazilian', 'carri', 'cent', 'combin', 'continu', 'continu', 'could', 'court', 'court', 'cut', 'de', 'decid', 'decid', 'despit', 'determin', 'end', 'estim', 'even', 'export', 'fear', 'februari', 'fine', 'first', 'four', 'fuel', 'given', 'got', 'ground', 'halt', 'handl', 'henriqu', 'higher', 'hundr', 'idl', 'illeg', 'import', 'incid', 'indefinit', 'janeiro', 'key', 'labour', 'lay', 'lead', 'leader', 'leader', 'leader', 'let', 'lose', 'made', 'marin', 'marin', 'marin', 'marin', 'meet', 'minist', 'nation', 'nation', 'navi', 'noth', 'offer', 'order', 'owner', 'pay', 'pct', 'per', 'petrol', 'port', 'port', 'port', 'port', 'protest', 'rais', 'reject', 'remain', 'return', 'rio', 'rise', 'rule', 'saboya', 'said', 'said', 'said', 'said', 'said', 'said', 'saturday', 'seamen', 'seamen', 'seamen', 'seamen', 'seamen', 'secur', 'send', 'serious', 'ship', 'ship', 'shipown', 'shortag', 'shutdown', 'situat', 'spokesman', 'start', 'state', 'station', 'stoppag', 'strike', 'strike', 'strike', 'strike', 'take', 'take', 'two', 'union', 'union', 'union', 'unless', 'vessel', 'want', 'work', 'worker', 'would', 'would', 'year']"
0267,"['0.59', '0.68', '0.73', '0.77', '09:06:39.94', '10.8', '12', '12.3', '13', '17.5', '1985', '1985', '1985', '1986', '1986', '6.3', '6.4', '8.8', '9-mar-1987', '9.6', 'aba', 'aba', 'aba', 'american', 'annual', 'asset', 'asset', 'asset', 'asset', 'asset', 'associ', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'bank', 'banker', 'boost', 'capit', 'capit', 'commerci', 'compar', 'declin', 'declin', 'despit', 'drop', 'equiti', 'fell', 'first', 'first', 'first', 'grew', 'group', 'group', 'group', 'hold', 'hold', 'increas', 'increas', 'industri', 'industri', 'industri', 'last', 'loan', 'lose', 'loss', 'money', 'month', 'month', 'nation', 'nine', 'nine', 'number', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'pct', 'period', 'period', 'period', 'period', 'period', 'previous', 'profit', 'profit', 'profit', 'provis', 'quarter', 'rate', 'ratio', 'return', 'return', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'say', 'signific', 'size', 'three', 'trade', 'unprofit', 'year', 'year']"
0268,"['09:08:09.30', '1985', '1985', '1986', '1986', '1986', '1987', '1987', '1987', '1987', '1987', '21', '5.9', '67', '71', '87', '9-mar-1987', 'act', 'activ', 'ad', 'ad', 'addit', 'adjust', 'advers', 'affect', 'also', 'also', 'american', 'american', 'anoth', 'api', 'attent', 'averag', 'balanc', 'benefit', 'billion', 'build', 'capit', 'care', 'carton', 'cash', 'cash', 'caus', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cavaney', 'cite', 'climat', 'communic', 'compani', 'compani', 'competit', 'consum', 'consum', 'contain', 'continu', 'contribut', 'corrug', 'cost', 'could', 'creat', 'credit', 'currenc', 'currenc', 'current', 'day', 'decis', 'declin', 'demand', 'demand', 'demand', 'demand', 'demand', 'demand', 'dlrs', 'dollar', 'dollar', 'earli', 'effici', 'end', 'essenti', 'estim', 'evalu', 'even', 'exceed', 'expect', 'expect', 'export', 'factor', 'fair', 'fair', 'far', 'five', 'flow', 'flow', 'futur', 'general', 'good', 'good', 'growth', 'head', 'help', 'high', 'high', 'higher', 'higher', 'higher', 'hit', 'home', 'hous', 'howev', 'howev', 'impact', 'impedi', 'import', 'improv', 'improv', 'incom', 'increas', 'increas', 'increas', 'increas', 'increas', 'individu', 'individu', 'induc', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'ingredi', 'institut', 'institut', 'institut', 'interest', 'inventori', 'inventori', 'inventori', 'inventori', 'invest', 'invest', 'kind', 'last', 'last', 'last', 'level', 'linerboard', 'long', 'lose', 'loss', 'low', 'low', 'low', 'low', 'lower', 'lower', 'major', 'major', 'major', 'manag', 'mani', 'manufactur', 'market', 'market', 'mimic', 'mln', 'mln', 'mortgag', 'negat', 'outlook', 'outlook', 'packag', 'packag', 'packag', 'paper', 'paper', 'paper', 'paper', 'paper', 'paper', 'paperboard', 'part', 'particular', 'pct', 'perform', 'perform', 'period', 'play', 'polici', 'posit', 'presid', 'pro', 'product', 'product', 'profit', 'profit', 'pulp', 'rate', 'rate', 'recent', 'record', 'record', 'red', 'reform', 'reform', 'reform', 'remain', 'remov', 'requir', 'result', 'result', 'result', 'role', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'see', 'shipment', 'show', 'slacken', 'slimmer', 'spend', 'spend', 'spur', 'start', 'stock', 'strength', 'strong', 'strong', 'strong', 'strong', 'suppli', 'support', 'tax', 'tax', 'tax', 'tax', 'tax', 'tax', 'term', 'three', 'thus', 'time', 'ton', 'ton', 'trade', 'trade', 'volum', 'well', 'whole', 'world', 'would', 'would', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year', 'year']"
0269,"['09:11:10.46', '12', '1987', '22', '3.2', '9-mar-1987', 'accord', 'action', 'action', 'activ', 'agre', 'agreement', 'agreement', 'ahead', 'appropri', 'around', 'around', 'attent', 'autumn', 'bloc', 'bolster', 'bonn', 'bonn', 'bonn', 'canada', 'caus', 'climat', 'close', 'close', 'commiss', 'commiss', 'communiqu', 'communiti', 'consumpt', 'cooper', 'could', 'countri', 'countri', 'countri', 'cours', 'cumul', 'currenc', 'currenc', 'current', 'current', 'current', 'declin', 'discuss', 'dollar', 'downward', 'ec', 'ec', 'ec', 'econom', 'econom', 'econom', 'econom', 'economi', 'economi', 'economi', 'european', 'exchang', 'exchang', 'exchang', 'expect', 'expect', 'export', 'favour', 'februari', 'financ', 'financ', 'first', 'five', 'foster', 'fourth', 'german', 'german', 'germani', 'germani', 'good', 'govern', 'gross', 'group', 'growth', 'growth', 'growth', 'han', 'hard', 'help', 'high', 'includ', 'indic', 'industri', 'invest', 'journalist', 'last', 'last', 'latest', 'level', 'level', 'level', 'major', 'make', 'mark', 'meant', 'measur', 'meet', 'meet', 'minist', 'minist', 'ministri', 'ministri', 'move', 'nation', 'nation', 'necessari', 'necessari', 'need', 'note', 'number', 'offici', 'otto', 'pact', 'pari', 'pari', 'particip', 'pay', 'pct', 'pct', 'pick', 'plus', 'predict', 'product', 'promot', 'quarter', 'quarter', 'quick', 'rate', 'rate', 'rate', 'recent', 'recoveri', 'remark', 'remedi', 'report', 'respect', 'revis', 'room', 'rule', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'saw', 'say', 'say', 'say', 'schlecht', 'schlecht', 'schlecht', 'secret', 'secretari', 'secretari', 'sentenc', 'serious', 'serious', 'serious', 'sharp', 'sharpli', 'sinc', 'situat', 'slight', 'slow', 'slowdown', 'slower', 'speak', 'stabil', 'stabil', 'stabilis', 'state', 'state', 'stimul', 'swing', 'take', 'take', 'talk', 'tietmey', 'tietmey', 'tietmey', 'tietmey', 'tietmey', 'time', 'trend', 'two', 'undertak', 'upturn', 'view', 'west', 'west', 'west', 'whether', 'would', 'would', 'year', 'year', 'year']"
0270,"['09:11:41.38', '200', '40', '400', '60', '9-mar-1987', 'add', 'agreement', 'al', 'al', 'al', 'also', 'bank', 'bank', 'bank', 'bank', 'banqu', 'base', 'capit', 'capit', 'capit', 'convert', 'depth', 'doubl', 'doubl', 'doubl', 'equiti', 'extend', 'five', 'fransi', 'french', 'french', 'french', 'held', 'increas', 'indosuez', 'indosuez', 'investor', 'jeddah', 'known', 'manag', 'market', 'mln', 'mln', 'next', 'number', 'offici', 'offici', 'own', 'paid', 'paid', 'paid', 'pct', 'pct', 'public', 'reserv', 'riyadh', 'riyal', 'said', 'said', 'said', 'saudi', 'saudi', 'saudi', 'saudi', 'saudi', 'servic', 'share', 'sharehold', 'sign', 'technic', 'trade', 'tuesday', 'year']"
0271,"['09:45:10.22', '1.71', '1.76', '111', '1986', '33', '38', '5-mar-1987', '97', 'billion', 'billion', 'deduct', 'dividend', 'figur', 'intern', 'ltd', 'mln', 'mln', 'mln', 'net', 'note', 'one', 'organis', 'p', 'p', 'pound', 'prefer', 'result', 'rev', 'share', 'share', 'shr', 'sterl', 'sterl', 'thomson', 'vs', 'vs', 'vs', 'year']"
0272,"['-1', '09:45:49.05', '1987', '2', '5-mar-1987', '88', '9', 'accord', 'affect', 'agreement', 'agricultur', 'agricultur', 'agricultur', 'block', 'butter', 'butter', 'commiss', 'commiss', 'common', 'criticis', 'cut', 'cut', 'cut', 'cut', 'dairi', 'dairi', 'dairi', 'dairi', 'demonstr', 'demonstr', 'destroy', 'earli', 'ec', 'ec', 'encourag', 'fall', 'farm', 'farm', 'farm', 'farmer', 'farmer', 'farmer', 'farmer', 'fnsea', 'fnsea', 'fnsea', 'franc', 'francoi', 'freez', 'french', 'french', 'french', 'french', 'frozen', 'guillaum', 'held', 'help', 'imposs', 'incom', 'intervent', 'journalist', 'lacomb', 'land', 'largest', 'level', 'limit', 'look', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'minist', 'minist', 'minist', 'move', 'need', 'negat', 'never', 'new', 'outlet', 'output', 'output', 'output', 'pact', 'part', 'part', 'pct', 'pig', 'plan', 'plan', 'polici', 'pork', 'presid', 'press', 'price', 'price', 'price', 'produc', 'produc', 'produc', 'produc', 'propos', 'propos', 'protest', 'put', 'radio', 'raymond', 'reduc', 'reject', 'releas', 'repercuss', 'repercuss', 'restructur', 'retir', 'road', 'rouen', 'said', 'said', 'said', 'said', 'said', 'said', 'sale', 'say', 'sector', 'situat', 'spokeswoman', 'start', 'strong', 'support', 'told', 'two', 'union', 'union', 'violent', 'visit', 'would', 'year', 'young']"
0273,"['09:52:38.52', '200', '200', '365', '5-mar-1987', 'arrang', 'bank', 'bank', 'branch', 'cd', 'cd', 'certif', 'co', 'co', 'co', 'day', 'dealer', 'deposit', 'establish', 'establish', 'g', 'grenfel', 'ibj', 'ibj', 'industri', 'issuanc', 'japan', 'lloyd', 'lloyd', 'london', 'ltd', 'ltd', 'ltd', 'ltd', 'ltd', 'matur', 'merchant', 'mln', 'mln', 'montagu', 'morgan', 'paper', 'programm', 'programm', 'said', 'samuel', 'seven', 'sterl', 'stg', 'stg', 'warburg']"
0274,"['09:53:39.85', '12.7', '5-mar-1987', 'basi', 'blah', 'blah', 'blah', 'co', 'compar', 'februari', 'mobil', 'montgomeri', 'pct', 'sale', 'store', 'ward']"
0275,"['09:54:03.66', '1,807,000', '10.3', '12,801,000', '14', '14,734,000', '17.7', '1985', '23,000', '25', '3.2', '3.84', '4', '4.60', '45.2', '5-mar-1987', '50.9', '56,879,000', '56.1', '67,818,000', 'avg', 'charg', 'co', 'communic', 'cts', 'cts', 'dlrs', 'dlrs', 'dlrs', 'dlrs', 'equa', 'equatori', 'extraordinari', 'fourth', 'gain', 'includ', 'includ', 'incom', 'loss', 'loss', 'loss', 'loss', 'loss', 'mln', 'mln', 'mln', 'mln', 'mln', 'mln', 'net', 'net', 'net', 'net', 'nil', 'note', 'one', 'profit', 'profit', 'profit', 'qtr', 'qtr', 'restructur', 'rev', 'rev', 'share', 'shr', 'shr', 'th', 'time', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'vs', 'year']"
0276,"['0900', '09:55:41.23', '1,200', '10', '15,000', '15,000', '5-mar-1987', 'ad', 'ad', 'adbul', 'area', 'around', 'attack', 'attack', 'attack', 'attent', 'axi', 'basra', 'basra', 'basra', 'basra', 'basra', 'basra', 'border', 'casualti', 'chief', 'citi', 'close', 'command', 'communiqu', 'continu', 'crush', 'crush', 'crush', 'decis', 'defenc', 'depart', 'divis', 'earlier', 'east', 'east', 'fight', 'fight', 'fight', 'firm', 'first', 'fish', 'forc', 'forc', 'four', 'fresh', 'front', 'front', 'front', 'fulli', 'gmt', 'goal', 'guard', 'guard', 'gulf', 'haj', 'heavi', 'high', 'iran', 'iran', 'iran', 'iran', 'iranian', 'iranian', 'iranian', 'iranian', 'iranian', 'iranian', 'iraq', 'iraq', 'iraq', 'iraq', 'iraq', 'iraqi', 'iraqi', 'iraqi', 'jabbar', 'kardamanend', 'kill', 'kill', 'km', 'know', 'lake', 'last', 'launch', 'launch', 'main', 'militari', 'ministri', 'mohsen', 'mountain', 'near', 'near', 'near', 'new', 'new', 'new', 'new', 'night', 'noon', 'north', 'northern', 'occupi', 'offens', 'offens', 'offens', 'offens', 'omran', 'overlook', 'peak', 'polit', 'port', 'posit', 'pressur', 'rawandiz', 'reaction', 'reason', 'relax', 'repel', 'report', 'report', 'revolutionari', 'revolutionari', 'said', 'said', 'said', 'said', 'said', 'said', 'say', 'south', 'south', 'southern', 'spokesman', 'strateg', 'strateg', 'tehran', 'today', 'today', 'toward', 'turn', 'war', 'war', 'well', 'wound', 'wound']"
0277,"['09:56:03.54', '11', '5-mar-1987', 'activ', 'ada', 'ada', 'ada', 'ada', 'adenosin', 'adenosin', 'adulthood', 'age', 'along', 'also', 'articl', 'avail', 'avoid', 'begun', 'begun', 'bodi', 'bone', 'born', 'boy', 'boy', 'bubbl', 'bubbl', 'bubbl', 'buckley', 'call', 'call', 'caus', 'caus', 'cell', 'child', 'children', 'children', 'children', 'children', 'children', 'coat', 'coat', 'combin', 'compani', 'compani', 'compani', 'comparison', 'conduct', 'conduct', 'consign', 'crucial', 'deaminas', 'deaminas', 'defici', 'develop', 'develop', 'develop', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'diseas', 'disguis', 'disord', 'doctor', 'donor', 'drug', 'drug', 'drug', 'duke', 'england', 'environ', 'enzn', 'enzon', 'enzon', 'enzon', 'enzon', 'enzym', 'enzym', 'enzym', 'enzym', 'enzym', 'enzym', 'first', 'free', 'function', 'function', 'gain', 'given', 'glycol', 'growth', 'hamper', 'height', 'hershfield', 'immun', 'immun', 'immun', 'immun', 'immun', 'immunodefici', 'improv', 'inc', 'increas', 'infect', 'infect', 'inject', 'introduc', 'investig', 'journal', 'kill', 'known', 'laboratori', 'live', 'lymphocyt', 'mark', 'marrow', 'medicin', 'michael', 'might', 'miss', 'miss', 'miss', 'month', 'new', 'new', 'new', 'normal', 'note', 'number', 'occur', 'peg', 'peg', 'peg', 'peg', 'peg', 'plastic', 'polyethylen', 'poor', 'prevent', 'publish', 'rare', 'rebecca', 'reintroduc', 'reject', 'respect', 'restor', 'result', 'said', 'said', 'said', 'said', 'said', 'said', 'said', 'say', 'serious', 'serv', 'seven', 'sever', 'sever', 'show', 'steril', 'studi', 'studi', 'studi', 'substanc', 'suffer', 'system', 'system', 'system', 'technolog', 'test', 'time', 'tradit', 'transplant', 'transplant', 'treat', 'treat', 'treat', 'treat', 'treatment', 'treatment', 'treatment', 'two', 'two', 'univers', 'unsuccess', 'use', 'victim', 'victim', 'week', 'weight']"
